Model,Model Type,Metric,Sample,Noise,Experiment,Dimension,Separability,Dependence,K,L,Avg Value,Std Value
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-high-weak,2,high,weak,2,2,-3.9432874,0.01432592258174607
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-low-ind,2,low,ind,2,2,-3.4636329,0.01495413454499793
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-low-strong,2,low,strong,2,2,-3.4235894,0.01710685720033717
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-low-weak,2,low,weak,2,2,-3.4598377,0.01486563801679784
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-high-ind,3,high,ind,2,2,-5.675638699999999,0.01565952723559758
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-high-strong,3,high,strong,2,2,-5.7384189,0.01954325463703745
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-high-weak,3,high,weak,2,2,-5.7066333,0.01583607019759104
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-low-ind,3,low,ind,2,2,-5.133159000000001,0.01627228129009071
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-low-strong,3,low,strong,2,2,-5.0706361,0.02138852528645415
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-low-weak,3,low,weak,2,2,-5.1259286,0.0167565164179387
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-ind,2,high,ind,2,2,-3.8860378,0.02407490636167115
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-strong,2,high,strong,2,2,-3.9292255,0.02518538939824862
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-weak,2,high,weak,2,2,-3.9129549,0.02658159861329609
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-ind,2,low,ind,2,2,-3.4361972,0.02605887200672018
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-strong,2,low,strong,2,2,-3.3892093,0.0273621699053509
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-weak,2,low,weak,2,2,-3.4303055,0.02742925494832479
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-ind,3,high,ind,2,2,-5.615188799999999,0.03679580526927137
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-strong,3,high,strong,2,2,-5.6779493,0.04074848191396745
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-weak,3,high,weak,2,2,-5.6481258,0.03676435911822376
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-ind,3,low,ind,2,2,-5.0798152,0.03901259323952634
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-strong,3,low,strong,2,2,-5.0121991,0.04484219912553522
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-weak,3,low,weak,2,2,-5.072761499999999,0.04008255325581257
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-ind,2,high,ind,2,2,-3.9210082,0.02377409992050802
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-strong,2,high,strong,2,2,-3.9613052,0.0251855125295027
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-weak,2,high,weak,2,2,-3.9463547,0.02659988780469238
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-ind,2,low,ind,2,2,-3.4680521,0.02617282839225642
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-strong,2,low,strong,2,2,-3.4225884,0.0271466168333174
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-weak,2,low,weak,2,2,-3.4621793,0.0273333422858447
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-ind,3,high,ind,2,2,-5.6781296,0.03611250022590058
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-strong,3,high,strong,2,2,-5.7379994,0.04011958746829614
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-weak,3,high,weak,2,2,-5.709844100000001,0.03591434518532817
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-ind,3,low,ind,2,2,-5.133383,0.03816667234352213
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-strong,3,low,strong,2,2,-5.068867,0.04449019697947774
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-weak,3,low,weak,2,2,-5.1264912,0.03944231646136395
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-ind,2,high,ind,2,2,62267.4888715,229.5261320371074
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-strong,2,high,strong,2,2,63041.5952822,244.9501409578342
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-weak,2,high,weak,2,2,62745.0775932,225.7903859961184
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-ind,2,low,ind,2,2,55105.6394979,240.0653855228738
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-strong,2,low,strong,2,2,54425.196024,265.3454835043971
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-weak,2,low,weak,2,2,55034.3393799,235.0981880902565
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-ind,3,high,ind,2,2,90104.92390149999,244.7409558668524
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-strong,3,high,strong,2,2,91142.8835798,307.9272600862481
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-weak,3,high,weak,2,2,90617.9078896,245.4642787275085
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-ind,3,low,ind,2,2,81580.1937688,253.4178019425146
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-strong,3,low,strong,2,2,80514.1853478,336.7598210552209
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-weak,3,low,weak,2,2,81455.9861996,262.9280982697499
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-ind,2,high,ind,2,2,62818.5976935,228.3510824150816
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-strong,2,high,strong,2,2,63563.2497737,253.1058162854607
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-weak,2,high,weak,2,2,63281.3342066,229.2182580378735
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-ind,2,low,ind,2,2,55606.8547795,239.2674929987882
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-strong,2,low,strong,2,2,54966.16679720001,273.7087503564925
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-weak,2,low,weak,2,2,55546.1417604,237.8415154779018
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-ind,3,high,ind,2,2,91106.7971429,250.5497899396726
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-strong,3,high,strong,2,2,92111.27624630001,312.691839475706
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-weak,3,high,weak,2,2,91602.70750029999,253.3830995912435
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-ind,3,low,ind,2,2,82427.1239442,260.3620437745589
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-strong,3,low,strong,2,2,81426.74885959999,342.2156898111832
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-weak,3,low,weak,2,2,82311.4279509,268.1003123080239
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-ind,2,high,ind,2,2,15703.7686823,96.29764303143186
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-strong,2,high,strong,2,2,15876.5197231,100.742790618716
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-weak,2,high,weak,2,2,15811.4381287,106.3267196743673
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-ind,2,low,ind,2,2,13904.4088628,104.2349424583628
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-strong,2,low,strong,2,2,13716.4569961,109.4500369230309
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-weak,2,low,weak,2,2,13880.8407956,109.7183065591625
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-ind,3,high,ind,2,2,22711.5852516,147.1844555411002
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-strong,3,high,strong,2,2,22962.6261703,162.9929006521231
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-weak,3,high,weak,2,2,22843.3332861,147.0576483231103
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-ind,3,low,ind,2,2,20570.0893084,156.0513787825913
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-strong,3,low,strong,2,2,20299.625132,179.3695310404123
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-weak,3,low,weak,2,2,20541.8751013,160.3312167765919
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-ind,2,high,ind,2,2,15843.6513615,95.09690876721088
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-strong,2,high,strong,2,2,16004.8381229,100.7420910255155
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-weak,2,high,weak,2,2,15945.0375417,106.4007705752024
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-ind,2,low,ind,2,2,14031.8273852,104.69152420013
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-strong,2,low,strong,2,2,13849.9755736,108.5866128873635
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-weak,2,low,weak,2,2,14008.3370214,109.3339413058697
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-ind,3,high,ind,2,2,22963.3487008,144.4509013637802
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-strong,3,high,strong,2,2,23202.8252848,160.4794286007373
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-weak,3,high,weak,2,2,23090.2074631,143.6569778616173
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-ind,3,low,ind,2,2,20784.3611607,152.6666604727211
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-strong,3,low,strong,2,2,20526.2980836,177.9595950554196
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-weak,3,low,weak,2,2,20756.7954799,157.7694053367459
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-ind,2,high,ind,2,2,49.4,4.114522199392408
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-strong,2,high,strong,2,2,44.47,2.61871662607407
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-weak,2,high,weak,2,2,46.15,2.491906089642216
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-low-ind,2,low,ind,2,2,67.22,5.790239087193955
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-low-strong,2,low,strong,2,2,51.73,2.639463520635904
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-low-weak,2,low,weak,2,2,67.74,6.176887516697984
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-high-ind,3,high,ind,2,2,23.63,1.011599393699568
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-high-strong,3,high,strong,2,2,21.56,0.8565847148632607
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-high-weak,3,high,weak,2,2,22.68,0.9087676192837124
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-low-ind,3,low,ind,2,2,35.55,2.275805995530578
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-low-strong,3,low,strong,2,2,32.81,1.383123386770068
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-low-weak,3,low,weak,2,2,34.85,1.653737731579129
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-high-ind,2,high,ind,2,2,48.27,3.94111966862518
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-high-strong,2,high,strong,2,2,43.86,2.558487558277074
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-high-weak,2,high,weak,2,2,45.16,2.241572319744884
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-low-ind,2,low,ind,2,2,66.54,6.275525653060643
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-low-strong,2,low,strong,2,2,51.32,2.489898785010337
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-low-weak,2,low,weak,2,2,65.6,5.870659798067544
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-high-ind,3,high,ind,2,2,23.76,0.9002805398902339
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-high-strong,3,high,strong,2,2,21.94,1.003227116093184
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-high-weak,3,high,weak,2,2,22.88,0.9132028219072662
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-low-ind,3,low,ind,2,2,35.29,2.0165727501297
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-low-strong,3,low,strong,2,2,32.93,1.387207062533722
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-low-weak,3,low,weak,2,2,34.68,1.569146972791976
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-high-ind,2,high,ind,2,2,0.0206546,0.0002962404838006183
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-high-strong,2,high,strong,2,2,0.0196792,0.0003011851338437624
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-high-weak,2,high,weak,2,2,0.0200467,0.0002830035692390117
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-low-ind,2,low,ind,2,2,0.0323162,0.0004837203883871494
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-low-strong,2,low,strong,2,2,0.0337208,0.0005584568927053363
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-low-weak,2,low,weak,2,2,0.0324602,0.0004766888742442834
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-high-ind,3,high,ind,2,2,0.00365,5.60843520552261e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-high-strong,3,high,strong,2,2,0.0034218,6.589523365298756e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-high-weak,3,high,weak,2,2,0.0035355,5.446479726772276e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-low-ind,3,low,ind,2,2,0.006219400000000001,9.812196080347764e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-low-strong,3,low,strong,2,2,0.0066487,0.0001391435201219202
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-low-weak,3,low,weak,2,2,0.0062681,0.0001031493474472228
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-high-ind,2,high,ind,2,2,0.0199546,0.0002838210419232223
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-high-strong,2,high,strong,2,2,0.0190478,0.0003010237750266796
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-high-weak,2,high,weak,2,2,0.0193866,0.0002778133229782948
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-low-ind,2,low,ind,2,2,0.0313189,0.0004665322208929541
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-low-strong,2,low,strong,2,2,0.0326002,0.0005565441345817727
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-low-weak,2,low,weak,2,2,0.0314382,0.000466899033058227
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-high-ind,3,high,ind,2,2,0.0034291,5.399392034612269e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-high-strong,3,high,strong,2,2,0.0032209,6.292684545397046e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-high-weak,3,high,weak,2,2,0.0033241,5.284043064842592e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-low-ind,3,low,ind,2,2,0.0058986,9.561095410806508e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-low-strong,3,low,strong,2,2,0.0062792,0.0001336487179062329
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,3d-low-weak,3,low,weak,2,2,0.0059423,9.973555944687842e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-high-ind,2,high,ind,2,2,0.0205321,0.0004955790307888099
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-high-strong,2,high,strong,2,2,0.0196652,0.0004952960139291868
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-high-weak,2,high,weak,2,2,0.0199885,0.0005339927268448812
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-low-ind,2,low,ind,2,2,0.0321978,0.0008429548557834466
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-low-strong,2,low,strong,2,2,0.0337475,0.0009246002412181204
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,2d-low-weak,2,low,weak,2,2,0.0323894,0.0008929101439968794
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-high-ind,3,high,ind,2,2,0.0036444,0.000134444761665875
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-high-strong,3,high,strong,2,2,0.0034236,0.0001404287806122463
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-high-weak,3,high,weak,2,2,0.0035265,0.0001305650114778926
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-low-ind,3,low,ind,2,2,0.0062254,0.0002436524267281263
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-low-strong,3,low,strong,2,2,0.0066629,0.0002998864936787071
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,no noise,3d-low-weak,3,low,weak,2,2,0.0062702,0.0002526625089607546
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-high-ind,2,high,ind,2,2,0.019827,0.0004730654384870121
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-high-strong,2,high,strong,2,2,0.019044,0.0004805258062841689
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-high-weak,2,high,weak,2,2,0.0193317,0.000516718579992138
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-low-ind,2,low,ind,2,2,0.0311885,0.0008199216210385388
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-low-strong,2,low,strong,2,2,0.0326396,0.0008858710488279399
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,2d-low-weak,2,low,weak,2,2,0.03137300000000001,0.0008615202677344115
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-high-ind,3,high,ind,2,2,0.0034225,0.0001233814402492522
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-high-strong,3,high,strong,2,2,0.0032238,0.0001307305038866778
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-high-weak,3,high,weak,2,2,0.003315,0.000120063114715351
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-low-ind,3,low,ind,2,2,0.0059007,0.0002256629067320269
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-low-strong,3,low,strong,2,2,0.0062957,0.0002823968659510758
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,out of sample,with noise,3d-low-weak,3,low,weak,2,2,0.005942100000000001,0.0002361274052607014
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-high-ind,2,high,ind,2,2,529.7528,76.25918367718809
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-high-strong,2,high,strong,2,2,518.5782,71.95038333027655
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-high-weak,2,high,weak,2,2,576.2646,66.98386436819668
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-low-ind,2,low,ind,2,2,602.6317,75.52449957778431
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-low-strong,2,low,strong,2,2,548.4883,67.76101282224883
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,2d-low-weak,2,low,weak,2,2,598.7965,73.76724026362322
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-high-ind,3,high,ind,2,2,479.5271,77.66284614474948
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-high-strong,3,high,strong,2,2,498.8506,62.37145018048059
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-high-weak,3,high,weak,2,2,468.5456,70.1877023145937
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-low-ind,3,low,ind,2,2,540.8149,63.00778815889959
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-low-strong,3,low,strong,2,2,529.0966999999999,70.30971092684257
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,no noise,3d-low-weak,3,low,weak,2,2,539.6657,68.57354985640663
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-high-ind,2,high,ind,2,2,543.4227999999999,69.85214499038364
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-high-strong,2,high,strong,2,2,513.8628,72.45291912028465
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-high-weak,2,high,weak,2,2,587.6046,62.55162968785115
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-low-ind,2,low,ind,2,2,590.748,69.59303636938907
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-low-strong,2,low,strong,2,2,548.2591,67.608942375109
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,2d-low-weak,2,low,weak,2,2,602.6959,73.90306937345825
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-high-ind,3,high,ind,2,2,491.8781,68.09532676077386
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-high-strong,3,high,strong,2,2,481.7725,67.97988054074037
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-high-weak,3,high,weak,2,2,478.6547,73.64034244395275
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-low-ind,3,low,ind,2,2,541.2678,62.99657904099783
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-low-strong,3,low,strong,2,2,529.8995,68.58611887085955
"(2,2)-Isolated Two-layer MoM",isomom,training_time,training,with noise,3d-low-weak,3,low,weak,2,2,536.5244,64.31937101305606
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-high-ind,2,high,ind,2,2,61908.5787232,226.3384519216275
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-high-strong,2,high,strong,2,2,62059.0853156,221.9105203150602
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-high-weak,2,high,weak,2,2,62507.8981704,225.4670402847593
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-low-ind,2,low,ind,2,2,54944.4650233,239.1738088930126
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-low-strong,2,low,strong,2,2,50877.37810379999,269.1631146759329
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,2d-low-weak,2,low,weak,2,2,54658.8835895,252.8001401552995
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-high-ind,3,high,ind,2,2,89561.6354886,243.2449291647016
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-high-strong,3,high,strong,2,2,89027.9484,305.2210868842474
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-high-weak,3,high,weak,2,2,90187.3401362,248.5872094006945
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-low-ind,3,low,ind,2,2,81283.0104099,255.390222246654
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-low-strong,3,low,strong,2,2,77566.9903036,324.0776613785568
"(2,2)-Two-layer MoM",mom,aic,in sample,no noise,3d-low-weak,3,low,weak,2,2,80995.1455169,284.8939312781416
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-high-ind,2,high,ind,2,2,62457.5036594,225.9947955196145
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-high-strong,2,high,strong,2,2,62616.4118434,227.8526186726751
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-high-weak,2,high,weak,2,2,63044.4661728,228.4493405176057
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-low-ind,2,low,ind,2,2,55445.3588313,238.5015461476483
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-low-strong,2,low,strong,2,2,51585.3915803,276.0082464411473
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,2d-low-weak,2,low,weak,2,2,55191.3695585,255.1846448978326
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-high-ind,3,high,ind,2,2,90565.96755720001,248.2680233818421
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-high-strong,3,high,strong,2,2,90087.16458289999,309.6768973654592
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-high-weak,3,high,weak,2,2,91174.9057257,256.7434710078073
"(2,2)-Two-layer MoM",mom,aic,in sample,with noise,3d-low-ind,3,low,ind,2,2,82138.4733776,263.5796984797659
