Model,Model Type,Metric,Sample,Noise,Experiment,Dimension,Separability,Dependence,K,L,Avg Value,Std Value
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-high-strong,2,high,strong,2,2,15887.219170999999,100.74209055017229
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-high-weak,2,high,weak,2,2,15827.4185908,106.40077073845235
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-low-ind,2,low,ind,2,2,13914.2084338,104.69152450858397
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-low-strong,2,low,strong,2,2,13732.3566227,108.58661326591297
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,2d-low-weak,2,low,weak,2,2,13890.718070199999,109.33394118123465
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-high-ind,3,high,ind,2,2,22778.518919700004,144.45090149078047
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-high-strong,3,high,strong,2,2,23017.9955039,160.47942848347455
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-high-weak,3,high,weak,2,2,22905.3776821,143.65697779058868
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-low-ind,3,low,ind,2,2,20599.5313798,152.66666074109068
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-low-strong,3,low,strong,2,2,20341.4683025,177.95959493986882
"(2,2)-Isolated Two-layer MoM",isomom,aic,out of sample,with noise,3d-low-weak,3,low,weak,2,2,20571.9656991,157.76940542428875
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-high-ind,2,high,ind,2,2,0.32929139999999996,0.007672027114159852
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-high-strong,2,high,strong,2,2,0.3029778,0.008329842611922135
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-high-weak,2,high,weak,2,2,0.33543280000000003,0.007620364672203923
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-low-ind,2,low,ind,2,2,0.0038290000000000004,0.0017859951813705402
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-low-strong,2,low,strong,2,2,0.0023556,0.001006651936476616
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,2d-low-weak,2,low,weak,2,2,0.0032021,0.0015897489128980735
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-high-ind,3,high,ind,2,2,0.3633566,0.006834431429877465
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-high-strong,3,high,strong,2,2,0.35998199999999997,0.009131214750967296
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-high-weak,3,high,weak,2,2,0.3712258,0.007312239660219354
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-low-ind,3,low,ind,2,2,0.0042821,0.002526906239141876
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-low-strong,3,low,strong,2,2,0.0025215,0.0011246866005669978
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,no noise,3d-low-weak,3,low,weak,2,2,0.003095,0.0015520813656688765
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-high-ind,2,high,ind,2,2,0.3232924,0.008067101556020695
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-high-strong,2,high,strong,2,2,0.29574290000000003,0.00843099096647409
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-high-weak,2,high,weak,2,2,0.32870489999999997,0.0076413189002523365
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-low-ind,2,low,ind,2,2,0.0038094,0.0018659272453256277
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-low-strong,2,low,strong,2,2,0.0023587,0.0009989849949834182
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,2d-low-weak,2,low,weak,2,2,0.0032373000000000002,0.0016085427591707993
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-high-ind,3,high,ind,2,2,0.3593884,0.006890317569025408
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-high-strong,3,high,strong,2,2,0.35542720000000005,0.008547671202725286
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-high-weak,3,high,weak,2,2,0.3669662,0.007500742425206515
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-low-ind,3,low,ind,2,2,0.0043159999999999995,0.0023152044655217214
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-low-strong,3,low,strong,2,2,0.00243,0.001077887008939436
"(2,2)-Isolated Two-layer MoM",isomom,ari,in sample,with noise,3d-low-weak,3,low,weak,2,2,0.0031543,0.0015885151283923336
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-high-ind,2,high,ind,2,2,0.3313137,0.014251584611877196
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-high-strong,2,high,strong,2,2,0.3049507,0.01462448474478691
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-high-weak,2,high,weak,2,2,0.3380778,0.014146572599864331
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-low-ind,2,low,ind,2,2,0.0037333,0.0027714912497561212
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-low-strong,2,low,strong,2,2,0.0024825,0.0019795512066622524
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,2d-low-weak,2,low,weak,2,2,0.0030614,0.0023700023526391596
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-high-ind,3,high,ind,2,2,0.3660473,0.01580582687945918
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-high-strong,3,high,strong,2,2,0.3620381,0.015934940498061732
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-high-weak,3,high,weak,2,2,0.3733435,0.015204699922967071
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-low-ind,3,low,ind,2,2,0.0042239,0.0030831097036019403
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-low-strong,3,low,strong,2,2,0.002387,0.001722895437009654
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,no noise,3d-low-weak,3,low,weak,2,2,0.0030856,0.002366482843906765
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-high-ind,2,high,ind,2,2,0.3244972,0.014821076453224408
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-high-strong,2,high,strong,2,2,0.2980429,0.01469349937313379
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-high-weak,2,high,weak,2,2,0.3310854,0.014403121324170954
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-low-ind,2,low,ind,2,2,0.0039198,0.0029044879866590018
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-low-strong,2,low,strong,2,2,0.0023867,0.002029145740045163
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,2d-low-weak,2,low,weak,2,2,0.0030212,0.002346673674231961
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-high-ind,3,high,ind,2,2,0.36292900000000006,0.01452268872760095
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-high-strong,3,high,strong,2,2,0.3567322,0.015789457074487097
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-high-weak,3,high,weak,2,2,0.36845669999999997,0.015202221731235747
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-low-ind,3,low,ind,2,2,0.0040173,0.0030987872684896485
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-low-strong,3,low,strong,2,2,0.0021535,0.0015901098208690628
"(2,2)-Isolated Two-layer MoM",isomom,ari,out of sample,with noise,3d-low-weak,3,low,weak,2,2,0.0031815,0.002210423596224822
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-high-ind,2,high,ind,2,2,-3.8799225,0.014345403682649784
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-high-strong,2,high,strong,2,2,-3.9283035,0.01530926624893593
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-high-weak,2,high,weak,2,2,-3.9097711,0.014112336883490659
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-low-ind,2,low,ind,2,2,-3.4323068,0.015004078360044136
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-low-strong,2,low,strong,2,2,-3.389779,0.016584221508117433
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,2d-low-weak,2,low,weak,2,2,-3.4278505,0.01469328860570383
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-high-ind,3,high,ind,2,2,-5.6130214,0.015296313876951656
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-high-strong,3,high,strong,2,2,-5.677893699999999,0.01924544168278962
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-high-weak,3,high,weak,2,2,-5.6450838,0.015341633048866137
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-low-ind,3,low,ind,2,2,-5.0802263,0.0158383802900461
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-low-strong,3,low,strong,2,2,-5.0136008,0.021047747338858027
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,no noise,3d-low-weak,3,low,weak,2,2,-5.0724631,0.016432925908957775
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-high-ind,2,high,ind,2,2,-3.9143667,0.014271853705525377
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-high-strong,2,high,strong,2,2,-3.9609074,0.015819481380611608
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-high-weak,2,high,weak,2,2,-3.9432874,0.014325922581746071
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-low-ind,2,low,ind,2,2,-3.4636329,0.01495413454499793
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-low-strong,2,low,strong,2,2,-3.4235894,0.017106857200337174
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,2d-low-weak,2,low,weak,2,2,-3.4598377,0.01486563801679784
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-high-ind,3,high,ind,2,2,-5.6756386999999995,0.015659527235597583
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-high-strong,3,high,strong,2,2,-5.7384189,0.019543254637037447
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-high-weak,3,high,weak,2,2,-5.7066333,0.015836070197591038
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-low-ind,3,low,ind,2,2,-5.133159000000001,0.016272281290090708
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-low-strong,3,low,strong,2,2,-5.0706361,0.02138852528645415
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,in sample,with noise,3d-low-weak,3,low,weak,2,2,-5.1259286,0.016756516417938697
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-ind,2,high,ind,2,2,-3.8860377999999995,0.024074906361671148
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-strong,2,high,strong,2,2,-3.9292255,0.025185389398248617
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-high-weak,2,high,weak,2,2,-3.9129549000000003,0.026581598613296085
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-ind,2,low,ind,2,2,-3.4361971999999996,0.026058872006720184
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-strong,2,low,strong,2,2,-3.3892093,0.027362169905350897
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,2d-low-weak,2,low,weak,2,2,-3.4303055000000002,0.027429254948324794
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-ind,3,high,ind,2,2,-5.615188799999999,0.03679580526927137
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-strong,3,high,strong,2,2,-5.6779493,0.04074848191396745
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-high-weak,3,high,weak,2,2,-5.6481258,0.03676435911822376
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-ind,3,low,ind,2,2,-5.0798152,0.03901259323952634
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-strong,3,low,strong,2,2,-5.0121991,0.04484219912553522
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,no noise,3d-low-weak,3,low,weak,2,2,-5.0727614999999995,0.040082553255812566
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-ind,2,high,ind,2,2,-3.9210082,0.023774099920508024
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-strong,2,high,strong,2,2,-3.9613052,0.0251855125295027
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-high-weak,2,high,weak,2,2,-3.9463547,0.026599887804692378
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-ind,2,low,ind,2,2,-3.4680521,0.026172828392256417
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-strong,2,low,strong,2,2,-3.4225884000000004,0.0271466168333174
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,2d-low-weak,2,low,weak,2,2,-3.4621793000000003,0.027333342285844702
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-ind,3,high,ind,2,2,-5.6781296,0.03611250022590058
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-strong,3,high,strong,2,2,-5.7379994,0.040119587468296136
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-high-weak,3,high,weak,2,2,-5.709844100000001,0.03591434518532817
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-ind,3,low,ind,2,2,-5.133383,0.038166672343522126
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-strong,3,low,strong,2,2,-5.068867,0.04449019697947774
"(2,2)-Isolated Two-layer MoM",isomom,avg_ll,out of sample,with noise,3d-low-weak,3,low,weak,2,2,-5.1264912,0.03944231646136395
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-ind,2,high,ind,2,2,62267.4888715,229.5261320371074
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-strong,2,high,strong,2,2,63041.595282199996,244.95014095783418
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-high-weak,2,high,weak,2,2,62745.0775932,225.79038599611843
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-ind,2,low,ind,2,2,55105.6394979,240.0653855228738
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-strong,2,low,strong,2,2,54425.196024000004,265.3454835043971
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,2d-low-weak,2,low,weak,2,2,55034.3393799,235.09818809025654
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-ind,3,high,ind,2,2,90104.92390149999,244.7409558668524
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-strong,3,high,strong,2,2,91142.8835798,307.92726008624805
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-high-weak,3,high,weak,2,2,90617.9078896,245.46427872750846
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-ind,3,low,ind,2,2,81580.1937688,253.41780194251464
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-strong,3,low,strong,2,2,80514.1853478,336.75982105522087
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,no noise,3d-low-weak,3,low,weak,2,2,81455.9861996,262.92809826974985
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-ind,2,high,ind,2,2,62818.5976935,228.35108241508163
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-strong,2,high,strong,2,2,63563.2497737,253.10581628546075
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-high-weak,2,high,weak,2,2,63281.334206600004,229.2182580378735
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-ind,2,low,ind,2,2,55606.854779500005,239.26749299878824
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-strong,2,low,strong,2,2,54966.16679720001,273.7087503564925
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,2d-low-weak,2,low,weak,2,2,55546.1417604,237.84151547790182
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-ind,3,high,ind,2,2,91106.7971429,250.54978993967262
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-strong,3,high,strong,2,2,92111.27624630001,312.69183947570605
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-high-weak,3,high,weak,2,2,91602.70750029999,253.3830995912435
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-ind,3,low,ind,2,2,82427.1239442,260.36204377455886
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-strong,3,low,strong,2,2,81426.74885959999,342.2156898111832
"(2,2)-Isolated Two-layer MoM",isomom,bic,in sample,with noise,3d-low-weak,3,low,weak,2,2,82311.4279509,268.1003123080239
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-ind,2,high,ind,2,2,15703.768682299999,96.29764303143186
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-strong,2,high,strong,2,2,15876.5197231,100.74279061871604
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-high-weak,2,high,weak,2,2,15811.4381287,106.3267196743673
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-ind,2,low,ind,2,2,13904.408862799999,104.23494245836284
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-strong,2,low,strong,2,2,13716.4569961,109.45003692303085
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,2d-low-weak,2,low,weak,2,2,13880.8407956,109.7183065591625
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-ind,3,high,ind,2,2,22711.5852516,147.18445554110016
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-strong,3,high,strong,2,2,22962.6261703,162.99290065212313
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-high-weak,3,high,weak,2,2,22843.3332861,147.05764832311033
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-ind,3,low,ind,2,2,20570.0893084,156.0513787825913
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-strong,3,low,strong,2,2,20299.625132,179.36953104041234
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,no noise,3d-low-weak,3,low,weak,2,2,20541.8751013,160.33121677659187
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-ind,2,high,ind,2,2,15843.651361499999,95.09690876721088
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-strong,2,high,strong,2,2,16004.8381229,100.74209102551555
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-high-weak,2,high,weak,2,2,15945.037541700001,106.40077057520243
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-ind,2,low,ind,2,2,14031.827385199998,104.69152420013002
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-strong,2,low,strong,2,2,13849.9755736,108.58661288736353
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,2d-low-weak,2,low,weak,2,2,14008.337021399999,109.3339413058697
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-ind,3,high,ind,2,2,22963.348700799997,144.45090136378016
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-strong,3,high,strong,2,2,23202.825284799997,160.47942860073726
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-high-weak,3,high,weak,2,2,23090.2074631,143.65697786161726
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-ind,3,low,ind,2,2,20784.3611607,152.66666047272108
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-strong,3,low,strong,2,2,20526.2980836,177.95959505541956
"(2,2)-Isolated Two-layer MoM",isomom,bic,out of sample,with noise,3d-low-weak,3,low,weak,2,2,20756.7954799,157.76940533674593
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-ind,2,high,ind,2,2,49.4,4.114522199392408
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-strong,2,high,strong,2,2,44.47,2.6187166260740704
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-high-weak,2,high,weak,2,2,46.15,2.4919060896422156
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-low-ind,2,low,ind,2,2,67.22,5.790239087193955
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-low-strong,2,low,strong,2,2,51.73,2.6394635206359043
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,2d-low-weak,2,low,weak,2,2,67.74,6.176887516697984
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-high-ind,3,high,ind,2,2,23.63,1.0115993936995678
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-high-strong,3,high,strong,2,2,21.56,0.8565847148632607
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-high-weak,3,high,weak,2,2,22.68,0.9087676192837124
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-low-ind,3,low,ind,2,2,35.55,2.275805995530578
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-low-strong,3,low,strong,2,2,32.81,1.383123386770068
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,no noise,3d-low-weak,3,low,weak,2,2,34.85,1.6537377315791286
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-high-ind,2,high,ind,2,2,48.27,3.9411196686251797
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-high-strong,2,high,strong,2,2,43.86,2.558487558277074
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-high-weak,2,high,weak,2,2,45.16,2.241572319744884
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-low-ind,2,low,ind,2,2,66.54,6.275525653060643
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-low-strong,2,low,strong,2,2,51.32,2.4898987850103373
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,2d-low-weak,2,low,weak,2,2,65.6,5.870659798067544
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-high-ind,3,high,ind,2,2,23.76,0.9002805398902339
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-high-strong,3,high,strong,2,2,21.94,1.0032271160931838
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-high-weak,3,high,weak,2,2,22.88,0.9132028219072662
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-low-ind,3,low,ind,2,2,35.29,2.0165727501296997
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-low-strong,3,low,strong,2,2,32.93,1.3872070625337218
"(2,2)-Isolated Two-layer MoM",isomom,em_iters,training,with noise,3d-low-weak,3,low,weak,2,2,34.68,1.5691469727919756
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-high-ind,2,high,ind,2,2,0.0206546,0.0002962404838006183
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-high-strong,2,high,strong,2,2,0.0196792,0.00030118513384376245
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-high-weak,2,high,weak,2,2,0.0200467,0.0002830035692390117
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-low-ind,2,low,ind,2,2,0.032316199999999996,0.0004837203883871494
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-low-strong,2,low,strong,2,2,0.0337208,0.0005584568927053363
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,2d-low-weak,2,low,weak,2,2,0.0324602,0.00047668887424428337
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-high-ind,3,high,ind,2,2,0.00365,5.6084352055226104e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-high-strong,3,high,strong,2,2,0.0034218,6.589523365298756e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-high-weak,3,high,weak,2,2,0.0035354999999999996,5.446479726772276e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-low-ind,3,low,ind,2,2,0.006219400000000001,9.812196080347764e-05
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-low-strong,3,low,strong,2,2,0.0066487,0.00013914352012192024
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,no noise,3d-low-weak,3,low,weak,2,2,0.0062680999999999995,0.00010314934744722279
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-high-ind,2,high,ind,2,2,0.0199546,0.00028382104192322235
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-high-strong,2,high,strong,2,2,0.0190478,0.0003010237750266796
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-high-weak,2,high,weak,2,2,0.0193866,0.00027781332297829484
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-low-ind,2,low,ind,2,2,0.0313189,0.00046653222089295407
"(2,2)-Isolated Two-layer MoM",isomom,gmpd,in sample,with noise,2d-low-strong,2,low,strong,2,2,0.032600199999999996,0.0005565441345817727
