Model,Model Type,Metric,Sample,Noise,Experiment,Dimension,Separability,Dependence,K,L,Avg Value,Std Value
"(2,2)-Two-layer MoM",mom,ari,out of sample,no noise,2d-low-ind,2,low,ind,2,2,0.0029798000000000003,0.0028877130792865882
"(2,2)-Two-layer MoM",mom,ari,out of sample,no noise,2d-low-strong,2,low,strong,2,2,0.0066409,0.004854235700120385
"(2,2)-Two-layer MoM",mom,ari,out of sample,no noise,2d-low-weak,2,low,weak,2,2,0.0034054000000000003,0.0029488612491378203
"(2,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-high-ind,3,high,ind,2,2,0.3483325,0.014754973438187427
"(2,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-high-strong,3,high,strong,2,2,0.3546945,0.0163418849830116
"(2,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-high-weak,3,high,weak,2,2,0.2898004,0.023356432113028413
"(2,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-low-ind,3,low,ind,2,2,0.0033932000000000003,0.003502204754353198
"(2,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-low-strong,3,low,strong,2,2,0.0419834,0.0323095396432632
"(2,2)-Two-layer MoM",mom,ari,out of sample,no noise,3d-low-weak,3,low,weak,2,2,0.0049504,0.005582409045159156
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-high-ind,2,high,ind,2,2,0.3053825,0.015387955763380588
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-high-strong,2,high,strong,2,2,0.33748269999999997,0.016181916010401146
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-high-weak,2,high,weak,2,2,0.3046603,0.016906497672358238
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-low-ind,2,low,ind,2,2,0.0031569,0.002800721658444625
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-low-strong,2,low,strong,2,2,0.0067942,0.004804226291779589
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,2d-low-weak,2,low,weak,2,2,0.0036429,0.0029962883756913376
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-high-ind,3,high,ind,2,2,0.3434467,0.014256478028169397
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-high-strong,3,high,strong,2,2,0.3471173,0.015751961035843996
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-high-weak,3,high,weak,2,2,0.2847925,0.025073342976761257
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-low-ind,3,low,ind,2,2,0.0034759,0.003381018044938834
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-low-strong,3,low,strong,2,2,0.0375852,0.03215556396487223
"(2,2)-Two-layer MoM",mom,ari,out of sample,with noise,3d-low-weak,3,low,weak,2,2,0.0046739,0.004841354659534245
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-high-ind,2,high,ind,2,2,-4.0336921,0.013650555270091309
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-high-strong,2,high,strong,2,2,-4.3632831,0.012580102029022095
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-high-weak,2,high,weak,2,2,-4.0927886,0.013507947605955898
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-low-ind,2,low,ind,2,2,-3.3810134,0.014764818354809047
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-low-strong,2,low,strong,2,2,-3.5775743,0.014475874339358149
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,2d-low-weak,2,low,weak,2,2,-3.4071431999999997,0.01466785297406155
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-high-ind,3,high,ind,2,2,-5.7250917,0.017199708304726582
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-high-strong,3,high,strong,2,2,-6.102240699999999,0.015922773999158663
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-high-weak,3,high,weak,2,2,-5.7935395000000005,0.0176129650579144
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-low-ind,3,low,ind,2,2,-4.993774,0.019177315987511163
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-low-strong,3,low,strong,2,2,-5.2052198999999995,0.01945436044679792
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,no noise,3d-low-weak,3,low,weak,2,2,-5.0221766,0.019328787408077686
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-high-ind,2,high,ind,2,2,-4.0623007,0.014404176109866159
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-high-strong,2,high,strong,2,2,-4.3950863,0.012947306623308995
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-high-weak,2,high,weak,2,2,-4.1220096,0.014019926650048094
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-low-ind,2,low,ind,2,2,-3.4090179999999997,0.015368976162478296
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-low-strong,2,low,strong,2,2,-3.6049387999999998,0.014918772411382453
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,2d-low-weak,2,low,weak,2,2,-3.4350682,0.015289145841598123
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-high-ind,3,high,ind,2,2,-5.7758781,0.018257580227058475
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-high-strong,3,high,strong,2,2,-6.1573588,0.01677900830673777
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-high-weak,3,high,weak,2,2,-5.845036,0.018626643131370652
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-low-ind,3,low,ind,2,2,-5.0394174,0.02024536024262183
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-low-strong,3,low,strong,2,2,-5.2503313,0.020140438373801278
"(2,2)-Two-layer MoM",mom,avg_ll,in sample,with noise,3d-low-weak,3,low,weak,2,2,-5.0680073,0.020190306898023126
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-high-ind,2,high,ind,2,2,-4.0371397,0.02948895196150384
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-high-strong,2,high,strong,2,2,-4.366251500000001,0.023999257159168768
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-high-weak,2,high,weak,2,2,-4.0952451000000005,0.02754830404118288
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-low-ind,2,low,ind,2,2,-3.3836660999999997,0.031178230001886006
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-low-strong,2,low,strong,2,2,-3.5796126,0.028563961245958294
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,2d-low-weak,2,low,weak,2,2,-3.4098164000000004,0.030887379905296997
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-high-ind,3,high,ind,2,2,-5.724283400000001,0.036367972707153695
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-high-strong,3,high,strong,2,2,-6.1030528,0.033884127897792174
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-high-weak,3,high,weak,2,2,-5.7934407,0.03528704779277076
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-low-ind,3,low,ind,2,2,-4.9936985,0.03892178975752898
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-low-strong,3,low,strong,2,2,-5.2046958,0.039409375446597755
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,no noise,3d-low-weak,3,low,weak,2,2,-5.0221781,0.03869289733832775
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-high-ind,2,high,ind,2,2,-4.0673992,0.028825726152907655
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-high-strong,2,high,strong,2,2,-4.399493,0.023518002796911807
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-high-weak,2,high,weak,2,2,-4.1261175,0.02695120905348131
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-low-ind,2,low,ind,2,2,-3.4131511,0.030242366359466706
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-low-strong,2,low,strong,2,2,-3.6082463000000002,0.027817226791571698
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,2d-low-weak,2,low,weak,2,2,-3.4390785,0.029980835642257852
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-high-ind,3,high,ind,2,2,-5.7752295,0.03636568749549769
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-high-strong,3,high,strong,2,2,-6.1579128,0.03456098480756422
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-high-weak,3,high,weak,2,2,-5.844969099999999,0.03554099604951895
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-low-ind,3,low,ind,2,2,-5.0393977,0.0395198789475664
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-low-strong,3,low,strong,2,2,-5.249853900000001,0.039250029270914914
"(2,2)-Two-layer MoM",mom,avg_ll,out of sample,with noise,3d-low-weak,3,low,weak,2,2,-5.0679093,0.039133589211258854
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-high-ind,2,high,ind,2,2,64727.8071299,218.41317469467822
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-high-strong,2,high,strong,2,2,70001.2670526,201.27084011539588
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-high-weak,2,high,weak,2,2,65673.3474857,216.12981933538404
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-low-ind,2,low,ind,2,2,54284.9439028,236.22969628532127
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-low-strong,2,low,strong,2,2,57429.9253048,231.61837248151843
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,2d-low-weak,2,low,weak,2,2,54703.02737340001,234.6848165390441
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-high-ind,3,high,ind,2,2,91898.0432161,275.1980516025085
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-high-strong,3,high,strong,2,2,97932.42503900001,254.7690458269366
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-high-weak,3,high,weak,2,2,92993.2026949,281.80801211730113
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-low-ind,3,low,ind,2,2,80196.95707840001,306.83278595310213
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-low-strong,3,low,strong,2,2,83580.09651979999,311.27454245425264
"(2,2)-Two-layer MoM",mom,bic,in sample,no noise,3d-low-weak,3,low,weak,2,2,80651.40055209999,309.2670535389051
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-high-ind,2,high,ind,2,2,65185.534693,230.46630812167828
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-high-strong,2,high,strong,2,2,70510.1119719,207.15150474605133
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-high-weak,2,high,weak,2,2,66140.8848076,224.31807075694286
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-low-ind,2,low,ind,2,2,54733.0230666,245.89322441235657
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-low-strong,2,low,strong,2,2,57867.752444900005,238.70660206896557
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,2d-low-weak,2,low,weak,2,2,55149.8088214,244.6236941428208
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-high-ind,3,high,ind,2,2,92710.62896460001,292.11940559690066
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-high-strong,3,high,strong,2,2,98814.3237281,268.4672740017981
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-high-weak,3,high,weak,2,2,93817.1489917,298.02632514095785
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-low-ind,3,low,ind,2,2,80927.261629,323.9261212026874
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-low-strong,3,low,strong,2,2,84301.8753658,322.246340563072
"(2,2)-Two-layer MoM",mom,bic,in sample,with noise,3d-low-weak,3,low,weak,2,2,81384.6974505,323.0453591669153
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-high-ind,2,high,ind,2,2,16308.1777163,117.9550390602759
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-high-strong,2,high,strong,2,2,17624.625470799998,95.99833868100494
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-high-weak,2,high,weak,2,2,16540.602109699998,110.19396743865607
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-low-ind,2,low,ind,2,2,13694.2840653,124.71283126153288
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-low-strong,2,low,strong,2,2,14478.069123799998,114.25669179308053
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,2d-low-weak,2,low,weak,2,2,13798.884212199999,123.54929902808453
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-high-ind,3,high,ind,2,2,23147.9609457,145.4715208387151
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-high-strong,3,high,strong,2,2,24663.0416249,135.53524156647433
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-high-weak,3,high,weak,2,2,23424.5942496,141.1470040050952
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-low-ind,3,low,ind,2,2,20225.6235814,155.6880621304985
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-low-strong,3,low,strong,2,2,21069.6127427,157.6371604526168
"(2,2)-Two-layer MoM",mom,bic,out of sample,no noise,3d-low-weak,3,low,weak,2,2,20339.5425818,154.7714300736838
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-high-ind,2,high,ind,2,2,16429.2164176,115.30454889667588
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-high-strong,2,high,strong,2,2,17757.5905181,94.07224115199952
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-high-weak,2,high,weak,2,2,16664.088286,107.80518272698181
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-low-ind,2,low,ind,2,2,13812.2243922,120.96940802891996
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-low-strong,2,low,strong,2,2,14592.605788199999,111.26843548895623
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,2d-low-weak,2,low,weak,2,2,13915.931669099999,119.92313305990498
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-high-ind,3,high,ind,2,2,23351.746796900003,145.46170823587485
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-high-strong,3,high,strong,2,2,24882.4807408,138.24444093292476
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-high-weak,3,high,weak,2,2,23630.7054985,142.16478771789136
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-low-ind,3,low,ind,2,2,20408.420863,158.07775331389885
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-low-strong,3,low,strong,2,2,21250.245962700003,157.0012317595018
"(2,2)-Two-layer MoM",mom,bic,out of sample,with noise,3d-low-weak,3,low,weak,2,2,20522.4658685,156.53630508581878
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-high-ind,2,high,ind,2,2,12.01,0.674124947205223
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-high-strong,2,high,strong,2,2,37.12,3.2138588781850532
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-high-weak,2,high,weak,2,2,26.1,9.003366373785202
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-low-ind,2,low,ind,2,2,25.68,3.489898843719391
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-low-strong,2,low,strong,2,2,19.99,2.587830884518671
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,2d-low-weak,2,low,weak,2,2,26.01,3.7698833141120156
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-high-ind,3,high,ind,2,2,11.01,0.10000000000000003
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-high-strong,3,high,strong,2,2,37.79,3.8040249815959486
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-high-weak,3,high,weak,2,2,48.64,4.787441483673295
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-low-ind,3,low,ind,2,2,33.43,9.141154580834256
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-low-strong,3,low,strong,2,2,51.49,18.526800134732472
"(2,2)-Two-layer MoM",mom,em_iters,training,no noise,3d-low-weak,3,low,weak,2,2,39.54,9.650896226765571
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-high-ind,2,high,ind,2,2,12.04,0.6804633002817296
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-high-strong,2,high,strong,2,2,37.95,3.21415744493142
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-high-weak,2,high,weak,2,2,22.57,7.601508356433564
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-low-ind,2,low,ind,2,2,25.1,2.528624011975562
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-low-strong,2,low,strong,2,2,19.81,2.5847063799795658
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,2d-low-weak,2,low,weak,2,2,25.63,3.356450144983174
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-high-ind,3,high,ind,2,2,11.0,0.0
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-high-strong,3,high,strong,2,2,37.6,3.5018032872544786
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-high-weak,3,high,weak,2,2,50.03,5.261744919317127
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-low-ind,3,low,ind,2,2,34.1,9.9376846275969
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-low-strong,3,low,strong,2,2,48.62,20.46419884440714
"(2,2)-Two-layer MoM",mom,em_iters,training,with noise,3d-low-weak,3,low,weak,2,2,37.26,10.728626861972332
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,2d-high-ind,2,high,ind,2,2,0.2817865,0.008175869937959154
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,2d-high-strong,2,high,strong,2,2,0.317501,0.004857455687659481
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,2d-high-weak,2,high,weak,2,2,0.2649332,0.010347623440611235
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,2d-low-ind,2,low,ind,2,2,0.010482199999999999,0.004586909256269686
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,2d-low-strong,2,low,strong,2,2,0.0872296,0.003974717554287803
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,2d-low-weak,2,low,weak,2,2,0.016998899999999997,0.006415621228491809
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,3d-high-ind,3,high,ind,2,2,0.30798739999999997,0.0060284699333557085
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,3d-high-strong,3,high,strong,2,2,0.3178079,0.005570538536430627
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,3d-high-weak,3,high,weak,2,2,0.2788508,0.010620340564076541
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,3d-low-ind,3,low,ind,2,2,0.0234642,0.003802976287917748
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,3d-low-strong,3,low,strong,2,2,0.1016781,0.011886450115721488
"(2,2)-Two-layer MoM",mom,full ari,in sample,no noise,3d-low-weak,3,low,weak,2,2,0.0326529,0.004813519322982642
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,2d-high-ind,2,high,ind,2,2,0.2761811,0.008063951696258833
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,2d-high-strong,2,high,strong,2,2,0.3126449,0.004757668025451546
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,2d-high-weak,2,high,weak,2,2,0.262052,0.008925749720937065
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,2d-low-ind,2,low,ind,2,2,0.0107989,0.004511150023591938
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,2d-low-strong,2,low,strong,2,2,0.0860233,0.004063519411803148
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,2d-low-weak,2,low,weak,2,2,0.0171187,0.005880318594921347
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,3d-high-ind,3,high,ind,2,2,0.3016959,0.0055887799024455925
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,3d-high-strong,3,high,strong,2,2,0.3134161,0.005549618586402629
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,3d-high-weak,3,high,weak,2,2,0.27271249999999997,0.010918392079700225
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,3d-low-ind,3,low,ind,2,2,0.023666299999999998,0.003678730197865408
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,3d-low-strong,3,low,strong,2,2,0.09867100000000001,0.011668404156334126
"(2,2)-Two-layer MoM",mom,full ari,in sample,with noise,3d-low-weak,3,low,weak,2,2,0.032822,0.004732551365198526
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,2d-high-ind,2,high,ind,2,2,0.281731,0.012634820133186706
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,2d-high-strong,2,high,strong,2,2,0.3167469,0.009965491437247757
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,2d-high-weak,2,high,weak,2,2,0.2637451,0.014624770635860072
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,2d-low-ind,2,low,ind,2,2,0.010570999999999999,0.005080039867019258
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,2d-low-strong,2,low,strong,2,2,0.0859339,0.005762188118162308
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,2d-low-weak,2,low,weak,2,2,0.0166685,0.0068438100580824925
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,3d-high-ind,3,high,ind,2,2,0.3078849,0.014664287513300029
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,3d-high-strong,3,high,strong,2,2,0.31994279999999997,0.009846035153422113
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,3d-high-weak,3,high,weak,2,2,0.28005579999999997,0.014542581029167386
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,3d-low-ind,3,low,ind,2,2,0.023507899999999998,0.005300132892368614
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,3d-low-strong,3,low,strong,2,2,0.10157640000000001,0.014380967186254241
"(2,2)-Two-layer MoM",mom,full ari,out of sample,no noise,3d-low-weak,3,low,weak,2,2,0.0321411,0.006340916336768606
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,2d-high-ind,2,high,ind,2,2,0.2754795,0.012820530676153064
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,2d-high-strong,2,high,strong,2,2,0.3116235,0.009909123168560232
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,2d-high-weak,2,high,weak,2,2,0.2608622,0.013457079739345807
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,2d-low-ind,2,low,ind,2,2,0.0105692,0.004859126720394158
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,2d-low-strong,2,low,strong,2,2,0.0848462,0.00553097134326332
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,2d-low-weak,2,low,weak,2,2,0.0169777,0.0062459672411707195
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,3d-high-ind,3,high,ind,2,2,0.3019703,0.013727214910608056
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,3d-high-strong,3,high,strong,2,2,0.3153895,0.009691333874793874
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,3d-high-weak,3,high,weak,2,2,0.2740668,0.015475494729775618
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,3d-low-ind,3,low,ind,2,2,0.023483999999999998,0.0050980846076410565
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,3d-low-strong,3,low,strong,2,2,0.0986588,0.01423700082478218
"(2,2)-Two-layer MoM",mom,full ari,out of sample,with noise,3d-low-weak,3,low,weak,2,2,0.0327138,0.0063318396611845365
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-high-ind,2,high,ind,2,2,0.0177109,0.00024151079612817457
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-high-strong,2,high,strong,2,2,0.012737400000000001,0.00016028774630695168
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-high-weak,2,high,weak,2,2,0.0166945,0.0002260078437898683
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-low-ind,2,low,ind,2,2,0.0340168,0.0005017462032992906
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-low-strong,2,low,strong,2,2,0.0279461,0.0004040849370660041
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,2d-low-weak,2,low,weak,2,2,0.033139300000000003,0.0004862602184016289
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-high-ind,3,high,ind,2,2,0.0032640000000000004,5.565042405022358e-05
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-high-strong,3,high,strong,2,2,0.0022374,3.591853858582511e-05
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-high-weak,3,high,weak,2,2,0.0030474,5.321236280748623e-05
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-low-ind,3,low,ind,2,2,0.0067808,0.00013000916828587075
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-low-strong,3,low,strong,2,2,0.0054887,0.00010705096492283058
"(2,2)-Two-layer MoM",mom,gmpd,in sample,no noise,3d-low-weak,3,low,weak,2,2,0.0065911,0.00012685707379455502
"(2,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-high-ind,2,high,ind,2,2,0.0172115,0.0002477795329919257
"(2,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-high-strong,2,high,strong,2,2,0.012338499999999999,0.0001600970349696103
"(2,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-high-weak,2,high,weak,2,2,0.0162134,0.00022703721939342636
"(2,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-low-ind,2,low,ind,2,2,0.0330776,0.000509303584725398
"(2,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-low-strong,2,low,strong,2,2,0.027191800000000002,0.00040567285421440834
"(2,2)-Two-layer MoM",mom,gmpd,in sample,with noise,2d-low-weak,2,low,weak,2,2,0.0322271,0.0004929672986880134
"(2,2)-Two-layer MoM",mom,gmpd,in sample,with noise,3d-high-ind,3,high,ind,2,2,0.0031019000000000003,5.633046433432992e-05
"(2,2)-Two-layer MoM",mom,gmpd,in sample,with noise,3d-high-strong,3,high,strong,2,2,0.0021181,3.608897534447523e-05
"(2,2)-Two-layer MoM",mom,gmpd,in sample,with noise,3d-high-weak,3,high,weak,2,2,0.0028945999999999998,5.399999999999989e-05
